"Order"	"Target"	"genes"	"FFPE.bc0001"	"FFPE.bc0002"	"FFPE.bc0003"	"FFPE.bc0004"	"FFPE.bc0005"	"FFPE.bc0006"	"FFPE.bc0007"	"FFPE.bc0008"	"FFPE.bc0009"	"R0.bc0010"	"R0.bc0011"	"R0.bc0012"	"R0.bc0013"	"R0.bc0014"	"R0.bc0015"	"R0.bc0016"	"R0.bc0017"	"R0.bc0018"	"R0.bc0019"	"R0.bc0020"	"R0.bc0021"	"R0.bc0022"
1	"1:2488086-2488191"	"TNFRSF14"	1.75954217305802	1.05493786066917	1.34320089404514	1.60880817610725	1.49972750291521	1.76736690720291	1.68253769022117	1.37895680663275	1.28290119630819	1.09306315832261	1.24595127938294	1.19408503226866	1.1077371395635	1.08956254086973	1.05734528442409	1.17067725684057	1.32467491270773	1.25295002279783	1.09674072997015	1.18710647490011	1.10891340255028	1.12288912698228
2	"1:2489162-2489276"	"TNFRSF14"	1.42455034543729	1.17804197664745	1.37357739953003	1.26663360901212	1.26733419765025	1.4226801004542	1.38776336047089	1.17127918770462	1.27901196008764	1.17569874066609	1.24252027342524	1.18108119844442	1.17603242514789	1.19027625119714	1.12114381293104	1.15871917996501	1.19210551455153	1.32104691514861	1.20195445140605	1.13731300112805	1.16811054211127	1.17416721953495
3	"1:2489779-2489910"	"TNFRSF14"	1.03735352505713	0.869251559519988	0.925461571031429	0.889680271943818	0.873341925247695	1.01912216027964	1.07735330532383	1.01917001183225	0.879687413263881	0.893675295956763	0.847123012238522	0.809597428006752	0.817411653551841	0.7752017362307	0.794345851544494	0.860443708937863	0.884117313706781	0.834081858623502	0.825578838787625	0.784281239613083	0.896613384859989	0.805223656124859
4	"1:2491259-2491420"	"TNFRSF14"	1.13695317546131	1.07025327187879	1.04258077751007	1.10664205553805	1.17782283812004	1.17739569952567	1.28237172770636	1.14840425326877	1.05974391067938	0.890777087136276	0.929779547758592	0.894822999672043	0.901374773699997	0.779916005661173	0.908184179454415	0.797876941993681	0.945948315769417	0.883831341224879	1.00531183300038	0.876654976904606	0.804093002114075	0.935466232321208
5	"1:2492056-2492161"	"TNFRSF14"	0.990547356708035	0.928939497703678	1.03895312396993	0.955199686055672	0.917705015847106	1.09580415121467	1.08422892990653	0.925379370692159	0.907356136038664	0.776283420381768	0.834072214094226	0.904652509890171	0.859358054331479	0.785860988937178	0.897281939564581	0.832505531842176	0.84515681155482	0.839328476210428	0.91072155328617	0.829155195993905	0.911406080865845	0.907521483562453
6	"1:2493109-2493257"	"TNFRSF14"	0.64570729971932	0.656179486385437	0.788669388510402	0.823305000075244	0.959802951225163	0.860469047337689	0.928441530760667	0.820433767883343	0.796287261242486	0.894344291287075	0.87947027043398	0.814717493695906	0.905674965730667	0.810434557104017	0.854363613272303	0.867516264534034	0.832791363182354	0.918766317916903	0.808579164854096	0.864431546445284	0.922644598677334	0.796016451598963
7	"1:2494267-2494372"	"TNFRSF14"	0.991876489511129	0.869765824607749	1.37508636394111	1.22265595877842	1.30699097809318	1.2534183890446	1.32280982059749	1.1430554397183	1.23751355810232	1.11076423092404	1.51187273484349	1.34901700343775	1.32269424000785	1.39611550983736	1.38836066145596	1.28555905048363	1.38411184744909	1.42394135823958	1.26580881715279	1.31482228638053	1.38492170738934	1.39604761683724
8	"1:2494584-2494715"	"TNFRSF14"	0.957007333642186	0.897236241861043	1.089154232053	1.02526556395449	1.10024919229474	1.07742109793258	1.14314481708203	1.14067750073523	1.171685273347	1.05603852299227	1.09177196094344	1.13638355240665	1.13173642749016	1.06980238212431	1.05658534640444	1.03477695869239	1.01402556960574	1.15917730300717	1.078326960052	1.15742514578105	1.01989537330118	1.13928707924226
8359	"1:4849324-4849443"	"Tiling_rs2235438"	0.902949904219838	0.856660313516381	0.736801428419186	0.93098397042804	0.958685330364999	0.865480819904866	0.867031728799889	0.85093712842539	0.849403396410203	0.98200698232401	0.911922681866847	1.10191754038908	0.876383637106118	1.10825618467526	0.977233534577964	0.953821684376986	0.969153821243984	1.08591573473848	0.848528563502629	0.989096301321156	1.1890043409118	0.871218432666676
8360	"1:4955802-4955921"	"Tiling_rs6426446"	0.962396968506374	0.954523834561697	0.900287526521979	0.865743136264748	1.00164462843854	0.877568372868939	0.735694974476417	0.979319253804427	0.920866540232494	0.957360003309823	1.00311032630768	1.03667425362396	0.940175591754955	0.986528881464087	1.04471953922845	1.03018624839098	0.958716960881267	0.998218804572334	0.901182390660254	1.03411198856466	0.91968712169173	0.867651293026399
8361	"1:7434484-7434603"	"Tiling_rs845215"	0.746864308756094	0.663799426255347	0.747691561808032	0.66912547969495	0.678703843637727	0.754012384882585	0.744663832581533	0.733099954720052	0.729024717868155	0.76751300523799	0.741910711248929	0.77488330366058	0.760588100596565	0.684009246440548	0.75517961980341	0.814287424487688	0.689283848468234	0.672530519174323	0.689801239460587	0.713111764575494	0.699892381568235	0.725472184013344
8362	"1:7520069-7520188"	"Tiling_rs1725235"	0.678761017734775	0.867597059222406	0.738415660416489	0.753030403385427	0.762268635191461	0.725270512667426	0.896277106444099	0.836326591529548	0.741201760170864	0.750411995746439	0.788185441484133	0.755847615883338	0.770129054266727	0.790895308609269	0.734006765828881	0.764024837346415	0.743039200047043	0.739341528585168	0.874265796606577	0.709933731644932	0.75312965291563	0.754460051837669
