"Order"	"Target"	"genes"	"FFPE.bc0001"	"FFPE.bc0002"	"FFPE.bc0003"	"FFPE.bc0004"	"FFPE.bc0005"	"FFPE.bc0006"	"FFPE.bc0007"	"FFPE.bc0008"	"FFPE.bc0009"	"R0.bc0010"	"R0.bc0011"	"R0.bc0012"	"R0.bc0013"	"R0.bc0014"	"R0.bc0015"	"R0.bc0016"	"R0.bc0017"	"R0.bc0018"	"R0.bc0019"	"R0.bc0020"	"R0.bc0021"	"R0.bc0022"
1	"1:2488086-2488191"	"TNFRSF14"	1.76628106764978	1.05883028269656	1.34983043917734	1.61593101697067	1.50764123118132	1.77551396521119	1.6898574961686	1.3859064301739	1.29016759105156	1.1004294990352	1.25538111303318	1.20195176553181	1.11400228475449	1.0965340749178	1.06357062094913	1.1781624002565	1.33098439336104	1.26146642937361	1.10242054181437	1.19472321399341	1.11694459501123	1.12924618003447
2	"1:2489162-2489276"	"TNFRSF14"	1.43014622143865	1.18196565589266	1.38026269500567	1.27298833978508	1.27418678289424	1.42971606594987	1.39412495509679	1.17712558141205	1.28616232218897	1.18324153292246	1.25125014421379	1.18867397922889	1.18271900479435	1.19808152144914	1.12767128589123	1.16583983723984	1.19849096574309	1.32998985165394	1.20799071841338	1.14438932304874	1.17645624521965	1.18069730127575
3	"1:2489779-2489910"	"TNFRSF14"	1.0394610404394	0.871542960794092	0.930376770220242	0.89478632015582	0.878646279703553	1.02443263083299	1.08209706272342	1.0235902461484	0.884726517337514	0.899672316915266	0.852744796214034	0.815248509839485	0.822761967000478	0.77966161257568	0.799161019325568	0.865830778976423	0.889853730713891	0.840805231316765	0.830429655423935	0.790597109922492	0.90161945034126	0.810366911232412
4	"1:2491259-2491420"	"TNFRSF14"	1.14298711747194	1.07494193206033	1.04832754809027	1.11255545018858	1.1850199344649	1.1839482336753	1.28908190357964	1.15507394804252	1.0661624683681	0.897184757835033	0.93749144577953	0.901329399772015	0.906939223073752	0.785289038433632	0.914502111805614	0.803955461511542	0.951019562057559	0.890847142158878	1.01087688374716	0.883247269766385	0.810655546213179	0.941046027119702
5	"1:2492056-2492161"	"TNFRSF14"	0.994901144548316	0.932028243274353	1.04458764465685	0.960792268034703	0.92305455588511	1.10168837353939	1.08958199455824	0.929861825872084	0.912875809944147	0.781779346938315	0.840009411664691	0.910990855772542	0.865014093649597	0.792935727558661	0.902560453590526	0.838103077856054	0.85103197278341	0.846347969504725	0.915988535857756	0.834973320454504	0.919143498703256	0.913293556974948
6	"1:2493109-2493257"	"TNFRSF14"	0.645754242418198	0.656211119141809	0.791019425976824	0.825862738292534	0.962239336695809	0.863115934558649	0.930238217382048	0.821600881510728	0.799070198091605	0.897669766451485	0.883094652850796	0.81834548150644	0.909253261820315	0.813877143970676	0.857171079932138	0.870884454384671	0.836165355612331	0.923178351122583	0.811351775795664	0.867512018631762	0.926309389412854	0.799389534445839
7	"1:2494267-2494372"	"TNFRSF14"	0.994512876286784	0.872302277448474	1.38167153882168	1.22908101637907	1.31382907659343	1.25971944672698	1.3284955673406	1.14797387891259	1.24401314338938	1.11768656650196	1.52005073720974	1.35689784031614	1.33024695042811	1.40334274814973	1.39554571581542	1.29258007445008	1.39189964332857	1.43330100663629	1.27213837662017	1.32312771157243	1.39231759327496	1.40378307042416
8	"1:2494584-2494715"	"TNFRSF14"	0.960344676688937	0.899966309609387	1.09488917717966	1.03108669697067	1.10636653564229	1.08317334446155	1.14848459497204	1.1455907791575	1.17800462682436	1.06269794171507	1.09865290644839	1.14360686009487	1.13859034036959	1.07702215945453	1.06265217145141	1.04105774703732	1.02059719771498	1.16767002920791	1.08414443471789	1.16501680535863	1.02703286820925	1.14599997485622
8359	"1:4849324-4849443"	"Tiling_rs2235438"	0.903805018921352	0.857396059811297	0.737340594756344	0.931902696119674	0.959543479826885	0.866662513324158	0.867779525922026	0.851664073741522	0.850211983956385	0.982954680969044	0.912753775807925	1.10292825705617	0.877107543549767	1.10887948594563	0.97788757121257	0.954368167238206	0.969605814287407	1.08746559683274	0.848852557844394	0.989870915125405	1.1899430069266	0.872094086861542
8360	"1:4955802-4955921"	"Tiling_rs6426446"	0.963330101334692	0.955326117903161	0.901006103430131	0.866582178336935	1.00251531402564	0.878827532998027	0.736308099767266	0.980150696789692	0.921803932799568	0.958273381889567	1.00414499365861	1.03761547787942	0.940982942195345	0.987074166410619	1.0450949947366	1.03086617466014	0.959205987106139	0.999621952768633	0.901541011705866	1.03534893914729	0.920318070709944	0.868525103182537
8361	"1:7434484-7434603"	"Tiling_rs845215"	0.747615399371723	0.664468592517665	0.748247429453975	0.669725364607068	0.679253183022993	0.75495430282766	0.745286478406966	0.733721100394936	0.729640888763131	0.768166069544891	0.742537338431503	0.775537468214683	0.761157459670915	0.684354331416604	0.755383454095771	0.814738143082458	0.689508580079845	0.673468294598571	0.690020941209579	0.713707361264383	0.700265304521937	0.726094413633688
8362	"1:7520069-7520188"	"Tiling_rs1725235"	0.67950878569152	0.868293427771537	0.738956968563812	0.753731325823482	0.762907411659648	0.726167003810247	0.897064586300841	0.83703626563432	0.741867263251433	0.75104008495438	0.788975355406705	0.756482131138258	0.770708048835784	0.791309728337701	0.734257590525939	0.764442355614325	0.743306411951424	0.740381790937418	0.874606228877107	0.71045143845818	0.753595112971893	0.755124307770554
9	"1:9770511-9770657"	"PIK3CD"	1.295560618416	0.945471026628025	1.30201349103464	1.27660803400024	1.32829410113405	1.45562493775846	1.07347132895853	1.39686694550222	1.23149599372241	1.42369454832929	1.46088473273725	1.50230426817532	1.49075106875673	1.53255054765687	1.33082195394673	1.39777486754098	1.46637153966073	1.5216484482025	1.47108201572822	1.36601999097351	1.57368348639985	1.35470904666454
10	"1:9775596-9775830"	"PIK3CD"	1.40705617458901	0.959588437175902	1.07149450644173	1.1200596144501	1.11820661682114	1.2936442450701	1.10728414506853	1.11924091149992	1.00705276355172	1.10281360171144	1.13410011607075	1.15923809775473	1.08414347056174	1.14204480137366	1.08762812812514	1.15929093047676	1.11707916299342	1.16701628660858	1.14933274220428	1.18321970873797	1.1392797379381	1.08025424401203
11	"1:9775904-9776139"	"PIK3CD"	1.56892392371871	0.975358416080352	1.34974515232709	1.39203088559898	1.38371699158686	1.61869742105602	1.29247396333454	1.34406917893876	1.2700263024239	1.33544604071679	1.33421898152521	1.3311793486842	1.36799474325943	1.38550948066904	1.31424305716177	1.33560990434738	1.2525338916419	1.41042914145193	1.31106122340756	1.3663497146084	1.35044186573978	1.25508019405234
12	"1:9776495-9776680"	"PIK3CD"	1.4161325294895	0.934012303018973	0.922074361552953	0.987053899833919	0.901183971298974	1.24534584942978	1.13793447551552	0.975783396133423	0.917013711430022	0.93939869843528	0.95222059354716	0.903443172797173	1.0165482354607	1.05282685589533	0.961779180255393	1.02003421164582	1.0448996263047	0.974253209995857	1.08022660653794	1.00549839636348	1.01721682978586	0.899611225844434
13	"1:9777014-9777169"	"PIK3CD"	1.75467392839386	0.945406050936421	1.21734630306813	1.2973132379211	1.42978943435445	1.67773457354173	1.44892180747463	1.3032011606718	1.11866149490486	1.15101962976411	1.34112673385881	1.18696142524584	1.19970434772428	1.22519654252304	1.06525439096426	1.0914400550345	1.24791156690595	1.17310939939275	1.3060037064415	1.16738345605025	1.32131589235625	1.11788684264897
14	"1:9777587-9777692"	"PIK3CD"	2.05301275881836	1.09652839816341	1.10976675265567	1.24083015129361	1.24454613136518	1.62138312111572	1.33087767241213	1.17143066377387	1.03014772686625	0.866889746800848	1.00015516458226	0.959446012526262	0.885293061655329	0.892665013248903	0.990608510100041	0.889601173840005	0.968437161499834	0.992372121214714	1.07748795120445	0.885104922393189	0.973393609781108	0.996935847697968
15	"1:9778749-9778976"	"PIK3CD"	1.64119593474256	1.06308805349018	1.05955870694152	1.17465306937103	1.25762846038007	1.39706214120103	1.23160188884189	1.23599947231576	0.99293238918958	0.876724484322412	0.875703538420912	0.836751038560855	0.890509362172782	0.938680460871254	0.862923217168295	0.91345629952208	0.90467960067257	0.888128096946291	0.911700444072647	0.836485047862023	0.986231784364179	0.876289765102614
16	"1:9779975-9780080"	"PIK3CD"	1.32265476440981	0.940724432080836	1.11864632885367	1.23740233761672	1.15825028273857	1.24777907827896	1.08717406337555	1.16034548918949	0.973685001203654	1.11224436125355	1.15082266684054	1.12786884869892	1.0644715604853	1.23372751673589	1.1720932698414	1.07165627301146	1.09669175803607	1.24603535084851	1.12153242327218	1.22664355350015	1.16905260883561	1.2673878405394
17	"1:9780167-9780303"	"PIK3CD"	1.55329582858449	1.18893406235285	1.45897354816148	1.35597289825436	1.42803128196904	1.55674575391747	1.45257801895125	1.52106805255187	1.18840351008275	1.22376146766151	1.20392081614549	1.1413303490013	1.17766001190323	1.13079318229704	1.23124059928664	1.23744283150092	1.22843473219667	1.23304391433528	1.17727329564044	1.23568909400665	1.03469976874601	1.15608042114297
18	"1:9780642-9780747"	"PIK3CD"	0.914034765540689	0.718232190844037	0.750143751812827	0.731011628406849	0.64530825069817	0.748747814527052	0.660704221324059	0.748719071127121	0.667190105881478	0.7713917279859	0.735446305710963	0.691926544736516	0.705200178331396	0.643318755581498	0.69624770628349	0.758239490452323	0.647935486093813	0.719803258212021	0.699940063592897	0.641422007454518	0.655573769024029	0.763985896572214
19	"1:9780797-9780970"	"PIK3CD"	1.06339069188769	0.774324089484437	0.992313933601799	0.967878802380952	0.948178753098228	1.1937140764435	1.02268634509722	0.974471051789536	0.840673231315638	1.00329452626254	0.985277152635037	1.00797735949749	0.969407612227597	0.925344267381406	0.92563323239915	0.988511476869481	0.936995114108639	0.948956457811008	0.871136337960815	0.9096149753107	0.970817159314538	0.913249595691446
20	"1:9781182-9781309"	"PIK3CD"	1.3475534478932	1.02236003430872	1.1367139233101	1.19988791744728	1.38837695564	1.37881901846184	1.27712413843975	1.43793869268816	1.07156816054058	1.03071025448596	1.08717088900582	1.05157075475078	1.03286781245456	1.00193117744658	1.05915611708622	1.11474704717787	1.06859478343805	0.98219075718877	1.08370334014571	1.15456129132952	1.04911517676645	1.08932465035067
21	"1:9781499-9781648"	"PIK3CD"	1.33041386750047	0.892659740513863	1.0503433281722	1.09426327204203	1.10512137388881	1.27371616080439	1.07782687385135	1.14081983808944	1.07090808078761	1.0700274024965	1.07873452714982	1.06551888592532	1.11306951715914	1.13989172813961	1.08035141445619	1.16028371688785	1.1980613043283	1.13295870081656	1.04265901680994	1.10487009338042	1.08127889493209	1.06257939246857
22	"1:9781816-9781921"	"PIK3CD"	1.21375177604084	0.967884312825337	1.03416558445258	1.0815497950307	1.12661751057396	1.36716960788241	1.16488358806357	1.27074714398337	1.17095844875072	1.27036660308482	1.21840100821623	1.24082004141362	1.21892095987221	1.1593912147341	1.22470145923299	1.19777050282026	1.25541360453083	1.24041042620218	1.32444146436827	1.29993678708641	1.24125006283136	1.20425112880972
23	"1:9782030-9782214"	"PIK3CD"	1.22751221473037	0.915667918392134	1.09185478207068	1.06629730797527	0.966668744550373	1.17453624547103	0.994383615100247	0.904515663425592	1.09341356662769	1.26467424214698	1.24339702204447	1.18182574733584	1.28243468203111	1.13422354182321	1.14272845027618	1.26649209225615	1.21045173549316	1.24538305640334	1.28227457461939	1.16860704734429	1.33261115277983	1.16835731190407
24	"1:9782299-9782417"	"PIK3CD"	1.22036737220413	0.87531740436024	0.898769341232552	0.881954204640251	0.987123988607385	1.13168349168634	0.996294120441494	0.967412912358519	0.827806269917584	0.885930250337561	0.904379841710515	0.870459431763479	0.894086931467724	0.87076089456674	0.93954536563801	0.933558383509197	0.850747879881543	0.898737647050736	0.91757508011239	0.880675221051929	0.850276503231435	0.95451174092613
25	"1:9782573-9782678"	"PIK3CD"	1.25261465799046	1.02341654153051	0.858189311023169	0.942442812429628	1.01862515134311	1.12214931509613	0.967781153459372	0.96965638483063	0.873083235625421	0.912702734804695	0.839944686095337	0.996342750875193	0.82251032969469	0.867000933003689	0.885149822061351	0.925852957626421	0.833663562052604	0.889708229181656	0.827710570768857	0.879670313840906	0.872483039520348	0.828034157909667
26	"1:9783180-9783353"	"PIK3CD"	1.49695230828117	1.05653834654318	1.36661226489317	1.30310373569069	1.41347530295493	1.64155597165578	1.37141354884923	1.29991319059226	1.38005085751196	1.19650589953008	1.25872769653377	1.20461485995469	1.30222260163864	1.24369767379455	1.24256414634375	1.17143544938909	1.33268787731889	1.30272744913318	1.12159878756492	1.24961914545495	1.33148864474814	1.27893718779262
27	"1:9784024-9784153"	"PIK3CD"	0.968989593990319	0.77782922168962	0.710985425856349	0.757927907078722	0.676335457977397	0.91398665843118	0.711753048505873	0.839486583287707	0.763444084847279	0.837937984026749	0.744103279732623	0.756991105626465	0.732140831525265	0.802421908114204	0.820265054339066	0.753454749861813	0.869529614246567	0.783810922941536	0.82776252334232	0.748959014362172	0.780939386281683	0.723315928703893
28	"1:9784331-9784482"	"PIK3CD"	1.15944434818192	0.93265617257651	1.32505933487113	1.24726467565056	1.497098132777	1.36597643774609	1.24706363302442	1.37564511028735	1.07480967479431	1.25109803856098	1.33403607118312	1.24847672232436	1.26308258717353	1.43990058948603	1.00826415057932	1.17052251294748	1.39371200047574	1.70256368821039	1.20917232493426	1.33064890964408	1.61703716519671	1.22101878181408
